Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Giannis Antetokounmpo,37:25,11,30,.367,4,12,.333,10,12,.833,2,10,12,4,1,0,5,3,36,+8
Khris Middleton,36:14,9,18,.500,1,3,.333,4,4,1.000,1,6,7,4,2,0,2,2,23,+6
Jrue Holiday,36:11,8,13,.615,4,6,.667,3,4,.750,2,6,8,10,1,1,2,2,23,+5
Donte DiVincenzo,29:11,5,10,.500,0,3,.000,0,1,.000,6,9,15,2,0,0,1,3,10,+2
Brook Lopez,24:09,3,8,.375,0,1,.000,2,2,1.000,2,0,2,0,1,1,0,3,8,+10
Bryn Forbes,26:42,5,10,.500,4,7,.571,0,0,,0,1,1,1,0,0,1,1,14,+20
P.J. Tucker,20:09,1,2,.500,1,2,.500,0,0,,2,1,3,2,1,0,0,4,3,-9
Bobby Portis,16:15,2,6,.333,0,2,.000,1,2,.500,0,4,4,0,1,1,1,1,5,-7
Pat Connaughton,13:40,0,1,.000,0,1,.000,2,2,1.000,0,3,3,0,0,0,0,2,2,-4
Thanasis Antetokounmpo,0:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
