Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHO,0,240,51,88,.580,22,39,.564,8,12,.667,4,33,37,38,8,4,13,17,132
NOP,1,240,42,82,.512,11,32,.344,19,24,.792,6,31,37,28,11,3,13,16,114
