Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Domantas Sabonis,31:00,.638,.620,.200,.080,6.2,31.6,18.8,43.6,0.0,0.0,7.2,37.3,121,123,12.7
Malcolm Brogdon,28:50,.353,.353,.353,.000,3.3,6.8,5.0,14.4,3.1,0.0,5.6,25.9,77,122,-8.0
Justin Holiday,28:46,.845,.813,.625,.250,3.3,23.8,13.5,4.8,3.1,3.1,0.0,12.8,165,115,10.2
Myles Turner,22:51,.500,.500,1.000,.000,0.0,8.6,4.2,5.1,4.0,3.9,25.0,7.3,79,117,-4.0
Jeremy Lamb,17:31,.170,.000,.400,.400,0.0,11.2,5.5,6.4,0.0,0.0,14.5,16.3,40,128,-18.2
Doug McDermott,29:03,.523,.542,.417,.083,3.3,20.2,11.7,5.0,0.0,0.0,13.9,20.6,89,126,-7.4
T.J. McConnell,27:45,.600,.600,.000,.000,3.5,3.5,3.5,54.9,1.6,3.2,37.5,12.0,119,124,0.9
Aaron Holiday,25:42,.400,.292,.583,.333,0.0,0.0,0.0,10.0,0.0,0.0,17.9,27.1,72,132,-15.3
Goga Bitadze,12:35,1.000,1.000,.000,.000,15.3,23.4,19.3,0.0,0.0,14.1,0.0,9.9,207,115,6.9
Edmond Sumner,6:13,.532,.000,.000,2.000,0.0,15.8,7.8,18.0,0.0,14.3,0.0,12.6,133,117,6.1
JaKarr Sampson,4:52,.521,.500,.500,1.000,0.0,60.4,29.9,0.0,0.0,0.0,25.8,33.1,73,115,-14.4
Kelan Martin,4:52,1.000,1.000,.000,.000,0.0,20.1,10.0,0.0,0.0,0.0,0.0,17.1,200,126,9.4
