Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kyle Lowry,37:21,5,10,.500,2,7,.286,7,8,.875,0,7,7,6,3,0,5,3,19,+1
Pascal Siakam,35:36,5,18,.278,1,5,.200,5,5,1.000,0,0,0,7,0,2,5,6,16,-4
Gary Trent,35:00,9,17,.529,3,8,.375,2,2,1.000,0,3,3,1,0,0,1,1,23,-7
Chris Boucher,30:16,6,10,.600,1,3,.333,4,4,1.000,2,12,14,0,0,4,0,4,17,-4
DeAndre' Bembry,21:28,0,1,.000,0,0,,0,0,,1,0,1,0,2,0,0,1,0,-2
Malachi Flynn,26:57,2,9,.222,1,4,.250,1,2,.500,0,5,5,4,0,1,3,3,6,-3
Khem Birch,17:41,2,4,.500,0,0,,0,2,.000,2,3,5,0,0,0,0,2,4,-3
Yuta Watanabe,15:35,3,5,.600,2,4,.500,0,0,,0,3,3,1,3,0,1,0,8,-1
Rodney Hood,11:16,1,4,.250,1,3,.333,0,0,,0,1,1,0,0,0,0,2,3,+1
Freddie Gillespie,8:50,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-8
