Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Luke Kennard,38:25,10,16,.625,6,7,.857,2,3,.667,0,7,7,2,0,1,1,1,28,+12
Terance Mann,33:50,6,16,.375,1,4,.250,6,6,1.000,0,6,6,7,0,0,1,2,19,-3
Ivica Zubac,32:49,6,11,.545,0,0,,6,8,.750,5,2,7,3,0,2,1,3,18,+8
Marcus Morris,32:19,9,19,.474,4,6,.667,3,5,.600,1,3,4,2,1,1,1,3,25,+9
Amir Coffey,27:46,1,6,.167,0,3,.000,6,7,.857,0,2,2,2,1,0,1,4,8,+7
Nicolas Batum,26:08,1,2,.500,0,1,.000,0,0,,1,3,4,4,1,1,2,2,2,+9
Yogi Ferrell,20:07,2,6,.333,1,3,.333,3,3,1.000,0,0,0,7,1,0,0,1,8,+15
DeMarcus Cousins,14:18,2,6,.333,1,1,1.000,1,4,.250,3,7,10,1,0,0,5,1,6,+7
Patrick Patterson,13:25,1,2,.500,1,2,.500,0,0,,0,3,3,0,0,0,0,0,3,-1
Daniel Oturu,0:53,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
