Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Luguentz Dort,36:40,8,18,.444,3,9,.333,4,4,1.000,1,5,6,3,1,0,1,2,23,-23
Darius Bazley,36:06,4,16,.250,1,7,.143,5,6,.833,0,6,6,6,1,1,0,0,14,-12
Al Horford,29:06,5,11,.455,1,4,.250,1,2,.500,0,5,5,3,0,0,2,3,12,-21
Théo Maledon,27:51,2,7,.286,0,3,.000,3,3,1.000,0,2,2,3,1,0,0,2,7,-4
Kenrich Williams,19:42,1,2,.500,1,1,1.000,0,0,,1,7,8,1,1,0,3,4,3,-12
Hamidou Diallo,30:35,7,14,.500,1,2,.500,2,5,.400,2,2,4,2,1,1,2,1,17,+3
Isaiah Roby,23:38,4,6,.667,0,1,.000,3,4,.750,2,8,10,2,0,1,1,3,11,+6
Mike Muscala,17:07,4,5,.800,1,2,.500,2,3,.667,1,4,5,0,0,0,0,0,11,+14
Justin Jackson,16:04,2,6,.333,2,4,.500,0,0,,0,0,0,3,0,0,1,1,6,-1
Darius Miller,3:11,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,0,0,-5
