Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dillon Brooks,33:22,.567,.467,.533,.533,7.8,16.7,12.6,13.8,1.5,5.1,13.9,30.3,106,97,2.3
Tyus Jones,31:37,.658,.611,.111,.222,4.1,14.1,9.5,32.8,4.9,0.0,16.8,17.6,124,94,5.9
Kyle Anderson,30:46,.524,.400,.000,1.200,0.0,21.8,11.7,38.1,0.0,2.8,0.0,11.7,140,101,7.1
Jonas Valančiūnas,29:49,.600,.600,.100,.000,8.7,18.7,14.1,15.9,0.0,2.9,23.1,20.5,98,100,-5.9
Brandon Clarke,29:48,.540,.538,.154,.154,4.4,11.2,8.1,5.6,1.7,0.0,12.6,25.0,93,101,-7.0
Desmond Bane,20:09,.827,.800,.200,.200,0.0,22.2,11.9,15.6,2.5,0.0,26.9,17.3,113,96,-0.1
De'Anthony Melton,18:12,.508,.500,.286,.286,0.0,12.3,6.6,16.4,2.8,0.0,11.3,22.9,94,96,-6.5
Grayson Allen,17:45,.583,.583,.667,.000,0.0,12.6,6.8,8.5,5.8,0.0,14.3,18.5,94,92,1.7
Xavier Tillman,17:45,.800,.800,.000,.000,7.3,0.0,3.4,18.5,2.9,9.7,0.0,13.2,164,94,10.8
Tim Frazier,10:47,.000,.000,.333,.000,0.0,20.7,11.1,22.3,0.0,0.0,25.0,17.4,29,102,-21.6
