Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DEN,1,265,47,98,.480,8,29,.276,20,24,.833,10,36,46,28,6,11,15,25,122
SAC,0,265,45,102,.441,10,31,.323,24,31,.774,18,36,54,27,5,7,14,29,124
