Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
WAS,240,.610,.597,.227,.182,13.3,81.1,43.9,68.1,4.9,1.8,12.0,100.0,114.5,133.2
LAC,240,.677,.676,.404,.138,18.9,86.7,56.1,48.1,6.9,7.4,9.1,100.0,133.2,114.5
