Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Marcus Smart,39:18,7,17,.412,2,5,.400,4,4,1.000,0,3,3,7,3,0,3,5,20,-2
Jaylen Brown,35:50,16,28,.571,5,8,.625,5,7,.714,4,5,9,3,1,1,3,1,42,-9
Kemba Walker,28:35,8,16,.500,1,7,.143,2,3,.667,0,3,3,5,3,0,1,0,19,-21
Tristan Thompson,26:01,2,6,.333,0,0,,0,0,,1,4,5,0,0,1,0,5,4,-6
Grant Williams,11:10,1,3,.333,1,1,1.000,0,0,,1,0,1,2,0,0,1,4,3,-14
Daniel Theis,24:27,2,3,.667,1,1,1.000,2,2,1.000,0,2,2,1,0,1,0,3,7,0
Javonte Green,20:12,3,7,.429,0,2,.000,1,2,.500,1,3,4,0,1,1,1,0,7,+3
Semi Ojeleye,18:29,1,2,.500,1,2,.500,0,0,,0,1,1,2,1,0,0,1,3,-5
Jeff Teague,17:53,1,5,.200,1,3,.333,0,0,,0,0,0,2,1,0,1,0,3,-5
Robert Williams,15:49,0,2,.000,0,0,,2,2,1.000,3,1,4,1,0,1,1,2,2,-3
Payton Pritchard,2:16,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+2
