Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHO,240,.484,.463,.388,.250,23.1,70.2,48.8,71.9,3.3,12.5,16.1,100.0,94.9,128.0
BOS,240,.587,.569,.574,.117,29.8,76.9,51.2,67.4,12.1,10.2,5.7,100.0,128.0,94.9
