Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CHI,240,.536,.490,.333,.212,39.1,88.9,61.0,62.8,6.4,7.1,7.7,100.0,123.1,128.5
PHO,240,.661,.636,.309,.296,11.1,60.9,39.0,63.0,6.4,10.6,8.9,100.0,128.5,123.1
