Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NOP,0,240,41,101,.406,9,36,.250,16,22,.727,16,36,52,26,12,6,10,21,107
PHI,1,240,38,85,.447,15,35,.429,18,22,.818,10,41,51,27,5,6,15,19,109
