Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jrue Holiday,31:35,.628,.600,.400,.350,0.0,16.5,8.6,27.8,0.0,2.1,17.8,35.5,112,125,-0.3
Giannis Antetokounmpo,29:40,.621,.533,.133,.533,7.7,24.6,16.5,36.9,0.0,4.4,24.5,33.0,114,121,0.9
Brook Lopez,26:16,.661,.643,.143,.429,8.7,23.8,16.6,4.5,0.0,4.9,10.7,14.2,130,121,-0.6
P.J. Tucker,20:27,.000,.000,1.000,.000,0.0,5.1,2.7,0.0,2.2,0.0,66.7,5.9,0,125,-10.1
Donte DiVincenzo,20:10,1.019,1.063,.875,.375,5.7,10.3,8.1,28.2,2.2,0.0,17.7,22.4,162,123,15.9
Pat Connaughton,31:33,.800,.800,.800,.000,7.2,13.2,10.4,11.7,0.0,2.1,9.1,13.9,152,126,6.5
Bryn Forbes,25:55,.700,.700,.500,.000,0.0,16.1,8.4,15.1,0.0,0.0,0.0,15.4,149,127,1.6
Jeff Teague,22:42,.751,.750,.333,.500,5.0,4.6,4.8,21.4,2.0,0.0,12.0,14.6,150,125,3.7
Bobby Portis,16:11,.450,.450,.300,.000,14.1,25.8,20.2,0.0,2.7,0.0,0.0,24.7,104,119,-4.7
Thanasis Antetokounmpo,15:31,.399,.000,.000,2.000,0.0,6.7,3.5,6.4,0.0,0.0,21.0,12.2,82,129,-10.7
