Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jrue Holiday,31:35,10,20,.500,4,8,.500,5,7,.714,0,5,5,6,0,1,5,2,29,-3
Giannis Antetokounmpo,29:40,8,15,.533,0,2,.000,7,8,.875,2,7,9,8,0,2,6,6,23,-1
Brook Lopez,26:16,4,7,.571,1,1,1.000,2,3,.667,2,6,8,1,0,2,1,5,11,-2
P.J. Tucker,20:27,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,0,2,3,0,-1
Donte DiVincenzo,20:10,6,8,.750,5,7,.714,2,3,.667,1,2,3,4,1,0,2,6,19,-7
Pat Connaughton,31:33,6,10,.600,4,8,.500,0,0,,2,4,6,3,0,1,1,2,16,+7
Bryn Forbes,25:55,6,10,.600,2,5,.400,0,0,,0,4,4,3,0,0,0,3,14,0
Jeff Teague,22:42,4,6,.667,1,2,.500,2,3,.667,1,1,2,4,1,0,1,2,11,+14
Bobby Portis,16:11,4,10,.400,1,3,.333,0,0,,2,4,6,0,1,0,0,0,9,-6
Thanasis Antetokounmpo,15:31,0,2,.000,0,0,,3,4,.750,0,1,1,1,0,0,1,2,3,+4
