Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
SAC,240,.579,.582,.529,.129,28.6,76.3,51.3,53.7,13.0,6.7,15.9,100.0,112.5,113.5
MIA,240,.594,.539,.416,.338,23.7,71.4,48.8,69.4,5.4,10.0,14.5,100.0,113.5,112.5
