Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHI,1,240,34,91,.374,16,39,.410,22,25,.880,13,28,41,23,7,7,20,16,106
IND,0,240,52,93,.559,9,26,.346,12,19,.632,9,40,49,34,15,4,16,26,125
