Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zach LaVine,28:50,6,13,.462,3,6,.500,2,2,1.000,0,1,1,2,1,0,3,4,17,-20
Wendell Carter,27:21,2,10,.200,0,1,.000,5,6,.833,3,3,6,2,0,2,1,3,9,-20
Lauri Markkanen,27:09,6,14,.429,2,8,.250,2,3,.667,2,7,9,0,0,0,2,2,16,-15
Coby White,24:57,4,10,.400,4,7,.571,0,0,,1,1,2,3,0,1,4,2,12,-16
Patrick Williams,22:04,2,6,.333,1,1,1.000,4,4,1.000,1,1,2,1,0,1,4,0,9,-14
Tomáš Satoranský,24:54,2,5,.400,0,1,.000,2,2,1.000,2,2,4,9,2,1,3,0,6,-1
Garrett Temple,19:51,2,7,.286,2,4,.500,0,0,,1,1,2,2,2,0,0,1,6,+7
Otto Porter,19:07,4,12,.333,1,5,.200,1,1,1.000,1,5,6,2,0,0,2,1,10,-6
Denzel Valentine,12:54,4,6,.667,3,4,.750,0,0,,0,1,1,0,1,1,0,0,11,-10
Daniel Gafford,11:57,1,3,.333,0,0,,1,2,.500,2,2,4,0,0,1,0,0,3,-3
Ryan Arcidiacono,8:26,1,3,.333,0,1,.000,3,3,1.000,0,3,3,2,1,0,0,0,5,+3
Chandler Hutchison,7:31,0,1,.000,0,0,,2,2,1.000,0,1,1,0,0,0,0,1,2,+2
Adam Mokoka,4:59,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,2,0,-2
