Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
NYK,0,240,43,79,.544,19,39,.487,20,27,.741,7,37,44,31,12,11,7,18,125
DET,1,240,29,82,.354,9,28,.321,14,20,.700,12,31,43,20,4,4,14,20,81
