Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
NYK,240,.688,.665,.494,.342,18.4,75.5,50.6,72.1,13.3,20.4,7.2,100.0,139.0,90.1
DET,240,.446,.409,.341,.244,24.5,81.6,49.4,69.0,4.4,10.0,13.4,100.0,90.1,139.0
