Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Nikola Vučević,34:08,7,18,.389,1,5,.200,1,1,1.000,0,7,7,6,0,1,2,2,16,+1
Dwayne Bacon,31:31,8,14,.571,2,5,.400,1,1,1.000,0,2,2,1,0,0,0,0,19,+3
Gary Clark,28:24,1,4,.250,1,3,.333,0,0,,1,3,4,1,0,0,0,4,3,-1
Aaron Gordon,27:09,5,7,.714,2,2,1.000,3,7,.429,0,8,8,3,1,1,5,1,15,+8
Markelle Fultz,4:25,1,3,.333,0,0,,1,1,1.000,0,0,0,0,1,0,0,0,3,-8
Cole Anthony,32:06,4,12,.333,0,4,.000,0,0,,0,4,4,3,0,1,3,1,8,+11
Khem Birch,24:55,3,4,.750,0,0,,0,0,,4,6,10,2,1,0,1,3,6,+18
Terrence Ross,21:44,6,9,.667,5,6,.833,3,4,.750,0,2,2,2,1,1,1,5,20,+17
James Ennis,16:06,2,3,.667,0,1,.000,2,2,1.000,2,0,2,1,0,0,2,2,6,+10
Jordan Bone,12:10,3,4,.750,1,2,.500,0,0,,1,2,3,1,0,0,0,2,7,+8
Karim Mané,3:40,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,1,0,2,-6
Mohamed Bamba,3:40,0,2,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,2,0,-6
