Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Anthony Edwards,38:26,11,22,.500,3,7,.429,4,6,.667,2,2,4,1,1,0,2,1,29,-17
Karl-Anthony Towns,35:04,10,19,.526,2,8,.250,7,9,.778,1,5,6,7,1,2,4,4,29,-10
Ricky Rubio,27:50,8,11,.727,2,5,.400,1,3,.333,0,2,2,12,3,0,1,2,19,-9
Jarred Vanderbilt,19:30,2,4,.500,0,0,,4,4,1.000,1,4,5,0,0,0,1,3,8,+7
Jake Layman,16:10,2,6,.333,0,2,.000,0,0,,0,1,1,0,1,2,0,2,4,-4
Jaylen Nowell,27:41,6,10,.600,1,4,.250,0,0,,1,3,4,4,0,2,1,3,13,-10
Jaden McDaniels,22:43,2,3,.667,1,2,.500,0,0,,0,2,2,0,2,0,0,1,5,-13
Josh Okogie,20:59,1,2,.500,1,2,.500,0,0,,1,2,3,2,0,0,0,2,3,-13
Juan Hernangómez,18:41,2,5,.400,1,3,.333,0,0,,0,3,3,1,1,0,2,1,5,-5
Naz Reid,12:56,3,8,.375,0,2,.000,0,0,,2,2,4,1,0,0,1,2,6,-6
