Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Zach LaVine,37:34,17,25,.680,9,14,.643,3,3,1.000,1,6,7,4,0,1,5,0,46,+20
Patrick Williams,34:42,2,7,.286,1,2,.500,2,4,.500,1,4,5,1,2,2,1,4,7,+7
Coby White,34:27,10,20,.500,8,17,.471,2,2,1.000,0,2,2,7,0,0,2,2,30,-2
Denzel Valentine,22:30,6,11,.545,4,8,.500,0,0,,1,2,3,2,0,0,0,2,16,0
Daniel Gafford,16:35,4,5,.800,0,0,,1,2,.500,1,1,2,2,0,3,2,2,9,+3
Garrett Temple,35:30,4,5,.800,2,3,.667,0,0,,0,3,3,7,1,0,1,3,10,+18
Thaddeus Young,27:00,4,6,.667,0,1,.000,0,0,,2,5,7,4,1,0,2,3,8,+12
Tomáš Satoranský,19:10,1,2,.500,1,2,.500,0,0,,0,2,2,8,0,0,3,3,3,+17
Ryan Arcidiacono,8:07,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-8
Luke Kornet,4:25,0,0,,0,0,,0,0,,0,2,2,1,0,0,0,0,0,-2
