Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
OKC,0,240,38,85,.447,16,40,.400,10,14,.714,5,43,48,21,7,8,14,19,102
PHO,1,240,36,95,.379,15,43,.349,10,12,.833,9,40,49,19,7,3,13,16,97
