Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Harrison Barnes,39:56,5,12,.417,1,3,.333,2,2,1.000,1,3,4,2,0,0,0,1,13,-7
De'Aaron Fox,36:42,8,19,.421,0,5,.000,7,11,.636,1,8,9,7,2,0,3,5,23,-6
Buddy Hield,32:55,5,13,.385,5,12,.417,0,0,,0,4,4,0,0,0,3,4,15,-7
Richaun Holmes,25:03,5,8,.625,0,0,,5,6,.833,1,8,9,1,2,2,2,4,15,-10
Maurice Harkless,19:56,2,5,.400,0,3,.000,0,0,,0,1,1,0,1,0,0,1,4,-8
Tyrese Haliburton,30:51,4,10,.400,0,3,.000,1,2,.500,0,1,1,7,2,0,3,3,9,-6
Delon Wright,21:54,2,7,.286,1,2,.500,0,0,,3,1,4,1,2,0,0,0,5,-3
Terence Davis,15:58,0,3,.000,0,2,.000,1,2,.500,0,1,1,2,0,1,1,0,1,-10
Hassan Whiteside,10:59,4,5,.800,0,0,,2,3,.667,0,3,3,0,0,1,0,3,10,-7
Chimezie Metu,5:46,3,4,.750,0,0,,0,0,,0,2,2,0,0,0,0,0,6,+4
