Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dennis Schröder,38:03,6,17,.353,2,5,.400,3,4,.750,0,3,3,6,0,1,3,3,17,-11
LeBron James,37:38,16,24,.667,3,8,.375,3,5,.600,0,5,5,6,2,1,3,1,38,+2
Markieff Morris,33:40,5,6,.833,2,3,.667,0,0,,1,5,6,0,1,2,2,3,12,-16
Kentavious Caldwell-Pope,31:20,1,9,.111,0,5,.000,2,2,1.000,0,5,5,1,2,0,0,3,4,-11
Montrezl Harrell,18:30,2,4,.500,0,0,,2,2,1.000,2,0,2,1,0,1,0,2,6,-15
Wesley Matthews,22:43,0,2,.000,0,1,.000,0,0,,0,1,1,0,1,1,1,1,0,+1
Alex Caruso,20:18,2,4,.500,2,3,.667,1,2,.500,1,5,6,4,0,0,1,1,7,-8
Talen Horton-Tucker,18:59,6,9,.667,2,5,.400,2,2,1.000,1,2,3,0,0,0,2,5,16,-2
Jared Dudley,11:23,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,1,0,3,0,+9
Damian Jones,7:26,2,2,1.000,0,0,,0,0,,0,1,1,0,0,1,0,1,4,+1
