Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Harrison Barnes,32:30,.625,.625,.500,.000,3.1,17.7,10.7,10.9,0.0,2.5,11.1,11.9,112,120,-0.8
Tyrese Haliburton,30:44,.711,.688,.500,.125,0.0,6.2,3.2,49.6,1.5,0.0,26.2,16.0,117,121,-0.1
Buddy Hield,25:54,.400,.400,.800,.000,0.0,18.5,9.6,6.8,0.0,3.1,16.7,20.0,66,119,-8.7
De'Aaron Fox,25:27,.430,.333,.111,.667,0.0,7.5,3.9,13.8,0.0,0.0,20.5,24.8,74,124,-15.2
Marvin Bagley,24:19,.451,.393,.143,.429,4.2,27.6,16.3,0.0,0.0,0.0,10.7,33.0,81,120,-10.1
Hassan Whiteside,23:36,.502,.429,.000,1.286,4.3,28.5,16.8,15.1,1.9,3.4,0.0,20.0,113,112,1.8
Glenn Robinson,22:32,.814,.700,.600,.800,0.0,17.0,8.8,8.0,0.0,0.0,12.9,14.8,141,122,1.6
Cory Joseph,18:26,.500,.500,.250,.000,0.0,5.2,2.7,11.5,2.5,0.0,11.1,21.0,86,119,-5.9
Justin James,12:57,.129,.000,.667,.667,0.0,29.7,15.3,22.5,0.0,0.0,0.0,12.9,52,119,-8.1
Nemanja Bjelica,11:45,.340,.200,.600,.400,0.0,24.5,12.6,14.1,0.0,0.0,25.4,28.9,57,120,-21.6
Chimezie Metu,6:34,.577,.333,.000,1.667,46.7,0.0,22.6,28.5,7.0,24.8,0.0,34.1,144,90,28.7
Jahmi'us Ramsey,3:00,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,126,-9.1
Robert Woodard,2:14,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,300,126,36.8
