Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Terry Rozier,36:28,3,11,.273,1,5,.200,3,3,1.000,1,5,6,4,2,0,6,1,10,-1
Gordon Hayward,34:36,7,17,.412,0,5,.000,6,7,.857,1,7,8,4,1,0,1,2,20,-1
LaMelo Ball,30:07,7,11,.636,3,7,.429,3,3,1.000,1,3,4,8,2,0,3,4,20,-5
P.J. Washington,24:01,4,8,.500,1,3,.333,1,1,1.000,0,1,1,0,0,0,1,3,10,-11
Cody Zeller,18:19,5,9,.556,0,1,.000,0,0,,2,2,4,2,1,2,0,2,10,-4
Malik Monk,28:10,10,21,.476,5,10,.500,4,4,1.000,0,2,2,3,1,0,0,0,29,+15
Miles Bridges,26:38,5,7,.714,2,4,.500,2,2,1.000,0,6,6,1,0,0,0,2,14,+10
Bismack Biyombo,26:02,0,2,.000,0,0,,3,4,.750,3,8,11,2,1,2,2,5,3,+11
Jalen McDaniels,15:16,2,2,1.000,1,1,1.000,3,3,1.000,1,3,4,0,0,1,0,2,8,+2
Cody Martin,0:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
