Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kristaps Porziņģis,37:29,3,14,.214,1,7,.143,2,2,1.000,2,9,11,3,0,0,0,1,9,-24
Luka Dončić,35:50,14,27,.519,4,13,.308,5,10,.500,2,6,8,4,1,3,4,5,37,-20
Dorian Finney-Smith,35:24,8,11,.727,6,8,.750,0,0,,2,2,4,1,0,1,1,1,22,-20
Josh Richardson,27:10,3,9,.333,1,5,.200,0,0,,1,1,2,1,0,0,2,1,7,-22
Maxi Kleber,21:24,0,3,.000,0,3,.000,0,0,,1,2,3,0,0,1,2,4,0,+6
Jalen Brunson,30:52,8,10,.800,2,3,.667,2,4,.500,1,3,4,4,1,0,3,3,20,-4
Tim Hardaway,24:12,2,10,.200,2,8,.250,2,2,1.000,0,3,3,0,0,1,2,1,8,+10
Dwight Powell,16:41,0,1,.000,0,0,,0,0,,1,3,4,2,1,2,0,2,0,+11
Willie Cauley-Stein,5:16,1,1,1.000,0,0,,2,2,1.000,0,3,3,0,0,0,0,1,4,+2
J.J. Redick,4:43,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-6
Nicolò Melli,0:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
