Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DAL,240,.558,.540,.552,.230,23.8,76.2,50.0,38.5,3.2,12.3,12.8,100.0,112.4,127.2
SAC,240,.605,.556,.270,.281,23.8,76.2,50.0,50.0,11.6,7.7,5.7,100.0,127.2,112.4
