Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
DET,0,240,43,98,.439,13,41,.317,21,24,.875,17,31,48,24,7,4,8,25,120
ATL,1,240,40,82,.488,20,42,.476,28,32,.875,8,37,45,30,5,7,13,22,128
