Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jerami Grant,37:38,9,20,.450,3,8,.375,6,6,1.000,1,5,6,1,0,1,0,4,27,-4
Mason Plumlee,33:33,4,4,1.000,0,0,,1,1,1.000,5,7,12,6,3,0,1,4,9,-4
Saddiq Bey,30:15,3,11,.273,2,7,.286,2,2,1.000,1,6,7,1,0,0,0,1,10,+4
Killian Hayes,29:23,4,12,.333,2,6,.333,0,0,,1,1,2,8,2,0,2,4,10,-3
Josh Jackson,28:01,11,19,.579,3,7,.429,2,4,.500,1,3,4,2,1,1,1,3,27,-3
Delon Wright,21:45,5,9,.556,1,2,.500,7,8,.875,1,4,5,4,0,2,2,3,18,-5
Wayne Ellington,20:33,4,10,.400,2,7,.286,1,1,1.000,1,0,1,0,0,0,1,2,11,-6
Isaiah Stewart,14:27,1,4,.250,0,0,,0,0,,5,3,8,2,0,0,1,3,2,-4
Sviatoslav Mykhailiuk,14:03,1,6,.167,0,4,.000,2,2,1.000,0,2,2,0,0,0,0,1,4,-11
Sekou Doumbouya,10:22,1,3,.333,0,0,,0,0,,1,0,1,0,1,0,0,0,2,-4
