Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,0,240,49,90,.544,11,21,.524,18,18,1.000,10,39,49,26,13,6,16,19,127
WAS,1,240,40,82,.488,8,24,.333,13,22,.591,6,26,32,19,10,2,18,16,101
