Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tobias Harris,34:18,.453,.412,.176,.235,3.0,32.5,17.3,13.7,1.4,5.7,5.1,24.3,101,91,1.1
Joel Embiid,26:38,.687,.553,.105,.947,11.8,33.5,22.3,25.8,1.8,0.0,0.0,42.7,154,94,22.3
Ben Simmons,25:49,.468,.400,.000,.400,4.0,13.0,8.4,41.2,1.8,0.0,7.8,20.9,115,97,2.0
Seth Curry,25:22,.761,.714,.429,.286,0.0,8.8,4.3,6.0,1.9,0.0,0.0,13.1,160,97,2.2
Danny Green,23:02,.750,.750,1.000,.000,0.0,14.5,7.0,11.3,4.1,4.3,50.0,7.3,83,88,2.3
Furkan Korkmaz,28:02,.667,.667,.667,.000,3.7,8.0,5.8,0.0,3.4,0.0,0.0,9.0,141,94,2.6
Matisse Thybulle,21:32,.333,.333,.333,.000,0.0,0.0,0.0,6.1,6.6,9.1,0.0,5.9,87,80,5.7
Shake Milton,19:56,.444,.333,.083,.500,5.2,5.6,5.4,16.4,0.0,0.0,12.0,35.2,93,101,-11.5
Dwight Howard,17:05,.521,.500,.000,1.000,18.3,45.7,31.6,0.0,0.0,5.7,51.0,14.5,76,92,-12.1
Tyrese Maxey,9:42,.680,.600,.000,.400,0.0,0.0,0.0,0.0,0.0,0.0,14.5,29.9,115,102,-6.6
Tony Bradley,4:17,.000,.000,.000,.000,48.7,52.1,50.4,28.7,0.0,0.0,0.0,19.7,86,96,-6.7
Isaiah Joe,4:17,1.000,1.000,.000,.000,0.0,26.1,12.6,0.0,0.0,0.0,0.0,19.7,200,98,5.2
