Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
PHI,0,240,39,87,.448,8,16,.500,32,38,.842,12,39,51,20,11,6,10,17,118
MIN,1,240,35,82,.427,10,33,.303,14,18,.778,4,34,38,20,3,4,18,29,94
