Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
De'Aaron Fox,38:56,13,30,.433,3,10,.300,5,8,.625,0,6,6,10,1,0,3,4,34,-10
Buddy Hield,37:51,7,20,.350,6,16,.375,1,1,1.000,0,8,8,4,0,1,3,5,21,-8
Harrison Barnes,37:20,3,9,.333,0,2,.000,2,2,1.000,2,5,7,4,2,0,1,4,8,-7
Marvin Bagley,28:35,6,11,.545,2,5,.400,3,5,.600,1,5,6,1,1,0,1,3,17,-1
Richaun Holmes,22:03,5,9,.556,0,0,,0,1,.000,2,3,5,1,0,1,1,5,10,-10
Tyrese Haliburton,33:48,6,9,.667,3,4,.750,0,0,,2,0,2,3,2,2,1,3,15,+2
Glenn Robinson,16:59,2,6,.333,0,3,.000,0,0,,0,1,1,0,0,2,0,2,4,+2
Cory Joseph,12:54,1,4,.250,0,2,.000,0,0,,0,3,3,1,0,0,1,1,2,-1
Hassan Whiteside,7:23,0,1,.000,0,0,,0,2,.000,1,0,1,0,0,2,0,1,0,-5
Kyle Guy,4:11,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
