Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Mikal Bridges,44:44,7,16,.438,1,9,.111,0,0,,2,0,2,4,1,0,0,3,15,-13
Chris Paul,38:06,8,16,.500,3,7,.429,3,3,1.000,0,8,8,8,2,0,4,4,22,-7
Deandre Ayton,33:47,5,8,.625,0,0,,0,0,,3,6,9,1,1,1,0,3,10,-10
Cameron Johnson,33:41,3,11,.273,0,6,.000,2,2,1.000,1,5,6,1,1,1,1,2,8,-5
Devin Booker,25:33,6,13,.462,0,2,.000,3,4,.750,2,2,4,2,0,0,5,6,15,-14
Torrey Craig,22:00,3,8,.375,1,4,.250,0,0,,1,4,5,0,0,0,2,3,7,-17
Cameron Payne,17:43,3,9,.333,1,4,.250,0,0,,1,2,3,1,1,0,1,0,7,+5
Dario Šarić,11:03,1,5,.200,0,2,.000,0,0,,0,0,0,0,2,0,2,1,2,-3
Jevon Carter,9:57,0,1,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,1,0,-7
Langston Galloway,3:26,0,1,.000,0,0,,0,0,,0,0,0,0,2,0,1,0,0,+6
