Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jerami Grant,47:46,.532,.463,.407,.259,0.0,13.9,6.4,23.0,2.1,1.7,3.2,29.9,116,119,2.8
Mason Plumlee,47:28,.815,.857,.000,.714,8.9,17.5,12.9,19.5,2.1,3.4,35.2,13.7,119,117,2.6
Delon Wright,45:31,.935,1.000,.400,.400,3.1,0.0,1.7,36.6,2.2,0.0,20.3,14.9,154,122,8.7
Saddiq Bey,25:43,.400,.214,.429,.571,0.0,12.9,5.9,0.0,4.0,0.0,18.6,19.2,71,116,-8.1
Sekou Doumbouya,24:23,.254,.143,.714,.286,5.8,13.6,9.4,5.6,2.1,0.0,0.0,14.8,75,120,-10.7
Sviatoslav Mykhailiuk,38:43,.611,.611,.889,.000,3.7,21.4,11.8,11.5,2.6,0.0,25.0,14.2,99,118,-1.6
Josh Jackson,37:25,.670,.675,.500,.100,7.6,26.6,16.3,16.6,2.7,2.2,16.1,30.5,111,115,5.3
Isaiah Stewart,10:32,.667,.667,.000,.000,0.0,31.5,14.5,0.0,0.0,0.0,40.0,21.8,65,122,-19.4
Rodney McGruder,6:37,.347,.000,.500,1.000,21.4,0.0,11.5,19.5,0.0,0.0,0.0,20.0,114,127,-4.4
Saben Lee,5:52,.694,.500,.000,1.000,0.0,0.0,0.0,28.2,0.0,0.0,0.0,22.5,159,126,-1.2
