Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Julius Randle,38:29,11,16,.688,2,5,.400,5,6,.833,1,9,10,5,0,0,3,2,29,-21
Mitchell Robinson,34:23,5,5,1.000,0,0,,1,2,.500,2,3,5,0,1,1,0,0,11,-7
RJ Barrett,33:21,4,13,.308,0,3,.000,1,3,.333,3,6,9,4,0,0,3,1,9,-14
Elfrid Payton,32:11,4,10,.400,0,1,.000,4,5,.800,0,3,3,5,1,0,2,4,12,-6
Reggie Bullock,24:51,3,8,.375,1,1,1.000,0,0,,0,3,3,1,0,0,1,2,7,-2
Austin Rivers,22:05,2,6,.333,2,4,.500,0,0,,0,0,0,1,0,0,2,0,6,-22
Kevin Knox,17:46,2,6,.333,1,3,.333,1,1,1.000,0,1,1,0,0,0,2,1,6,-14
Immanuel Quickley,13:11,0,4,.000,0,2,.000,4,4,1.000,0,1,1,1,0,0,1,2,4,-18
Nerlens Noel,11:50,0,2,.000,0,0,,1,2,.500,2,2,4,1,0,0,2,3,1,-21
Dennis Smith,6:22,1,3,.333,0,1,.000,2,2,1.000,0,0,0,1,2,0,0,0,4,-2
Theo Pinson,3:44,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1
Ignas Brazdeikis,1:47,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
