Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,1,240,40,81,.494,14,33,.424,17,22,.773,8,31,39,30,9,1,14,20,111
MIA,0,240,45,88,.511,11,38,.289,20,27,.741,11,31,42,30,10,6,11,22,121
