Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Miles Bridges,31:25,4,12,.333,2,5,.400,5,6,.833,1,3,4,5,0,0,2,4,15,-17
LaMelo Ball,30:17,6,14,.429,0,3,.000,2,3,.667,0,6,6,5,4,1,5,2,14,-17
P.J. Washington,29:33,9,13,.692,3,6,.500,0,0,,0,6,6,0,3,0,2,4,21,+1
Terry Rozier,26:34,5,10,.500,2,4,.500,2,2,1.000,1,2,3,3,1,0,0,0,14,-18
Cody Martin,6:49,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,2,0,-2
Malik Monk,27:01,4,9,.444,3,6,.500,0,0,,0,0,0,5,1,0,0,3,11,-2
Jalen McDaniels,26:35,4,7,.571,3,5,.600,1,1,1.000,3,6,9,2,0,0,2,2,12,+6
Devonte' Graham,23:37,2,6,.333,1,4,.250,4,4,1.000,0,2,2,5,0,0,2,0,9,-13
Bismack Biyombo,16:27,3,3,1.000,0,0,,1,2,.500,1,2,3,2,0,0,0,0,7,-9
Brad Wanamaker,6:54,1,3,.333,0,0,,0,0,,1,0,1,0,0,0,0,0,2,+13
Cody Zeller,5:02,0,1,.000,0,0,,2,4,.500,0,1,1,0,0,0,1,2,2,-10
Vernon Carey,4:53,2,3,.667,0,0,,0,0,,1,1,2,0,0,0,0,0,4,+9
Caleb Martin,4:53,0,0,,0,0,,0,0,,0,1,1,2,0,0,0,1,0,+9
