Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dennis Schröder,36:19,4,13,.308,0,5,.000,0,0,,2,4,6,7,2,0,5,2,8,-19
Anthony Davis,34:11,9,19,.474,1,4,.250,3,3,1.000,1,10,11,3,0,5,2,4,22,-8
LeBron James,31:51,6,12,.500,1,5,.200,3,5,.600,1,7,8,7,2,1,5,1,16,+5
Kentavious Caldwell-Pope,31:17,2,8,.250,0,5,.000,2,2,1.000,0,0,0,2,3,0,0,0,6,-11
Andre Drummond,24:25,7,11,.636,0,0,,3,4,.750,4,3,7,0,0,2,2,5,17,-3
Kyle Kuzma,21:38,1,1,1.000,0,0,,0,0,,0,2,2,2,0,3,1,3,2,-11
Ben McLemore,14:34,4,7,.571,4,7,.571,0,0,,0,2,2,0,0,0,3,0,12,+10
Montrezl Harrell,14:00,3,4,.750,0,0,,3,6,.500,2,1,3,0,1,1,1,0,9,-11
Markieff Morris,13:49,1,3,.333,0,1,.000,1,1,1.000,0,1,1,1,1,0,0,0,3,+4
Talen Horton-Tucker,9:59,3,3,1.000,0,0,,0,0,,0,0,0,2,0,0,2,2,6,+12
Marc Gasol,7:57,2,2,1.000,1,1,1.000,0,0,,1,2,3,0,0,0,0,0,5,+12
