Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
P.J. Tucker,33:37,.188,.188,.875,.000,7.1,18.2,13.1,7.2,1.5,0.0,11.1,11.8,66,106,-8.2
Eric Gordon,32:39,.495,.444,.389,.278,0.0,15.6,8.4,9.6,1.5,0.0,4.7,28.7,102,107,-4.4
Jae'Sean Tate,31:09,.921,.889,.333,.333,7.7,16.4,12.4,10.2,1.6,5.9,8.8,16.1,171,102,11.6
John Wall,27:55,.560,.471,.529,.353,0.0,3.7,2.0,44.8,0.0,0.0,26.3,42.2,98,114,-3.6
Christian Wood,20:11,.850,.850,.300,.000,5.9,30.4,19.1,9.8,2.4,4.6,0.0,21.9,163,98,19.6
Danuel House,31:34,.689,.722,.556,.111,0.0,6.5,3.5,22.8,4.7,0.0,0.0,13.2,151,103,9.6
Sterling Brown,27:22,.750,.750,.500,.000,8.8,18.7,14.1,15.5,1.8,0.0,25.0,12.9,128,105,2.0
DeMarcus Cousins,15:30,.500,.500,.600,.000,7.7,32.9,21.4,26.7,0.0,0.0,16.7,17.1,113,104,-0.9
Ben McLemore,8:00,.500,.500,1.000,.000,0.0,12.8,6.9,0.0,0.0,0.0,0.0,16.6,99,112,-4.5
Mason Jones,7:52,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.6,0,115,-17.9
Rodions Kurucs,4:11,.694,.750,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,130,114,3.1
