Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
LeBron James,31:24,8,18,.444,3,8,.375,3,4,.750,1,6,7,10,1,0,4,0,22,+16
Anthony Davis,30:17,10,16,.625,3,5,.600,5,7,.714,1,7,8,5,2,0,2,2,28,+16
Dennis Schröder,25:07,7,11,.636,1,3,.333,3,4,.750,1,1,2,6,0,0,4,5,18,+8
Kentavious Caldwell-Pope,24:09,3,7,.429,2,6,.333,0,0,,0,0,0,2,1,2,0,4,8,+14
Marc Gasol,19:34,0,1,.000,0,1,.000,2,2,1.000,2,7,9,0,0,0,1,2,2,+8
Montrezl Harrell,28:26,10,13,.769,0,1,.000,2,5,.400,5,2,7,2,1,0,2,4,22,+15
Kyle Kuzma,21:54,5,11,.455,3,4,.750,0,0,,2,4,6,2,0,1,0,1,13,+7
Wesley Matthews,16:25,1,3,.333,0,2,.000,0,0,,0,1,1,0,1,0,0,1,2,-3
Markieff Morris,15:20,3,5,.600,3,5,.600,0,0,,3,4,7,2,1,0,0,0,9,+3
Alex Caruso,13:24,2,2,1.000,2,2,1.000,0,0,,0,1,1,2,2,0,2,2,6,+10
Talen Horton-Tucker,6:51,1,2,.500,1,1,1.000,2,2,1.000,1,0,1,2,0,1,1,2,5,+9
Alfonzo McKinnie,2:23,1,1,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,3,+4
Jared Dudley,2:23,0,0,,0,0,,0,0,,1,2,3,0,0,0,0,0,0,+4
Quinn Cook,2:23,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+4
