Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
WAS,0,240,49,89,.551,16,33,.485,16,21,.762,8,35,43,35,9,3,16,19,130
MIN,1,240,42,88,.477,13,36,.361,12,21,.571,11,32,43,17,9,3,20,22,109
