Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
IND,240,.555,.527,.326,.196,31.0,72.5,53.8,65.9,11.7,11.4,10.7,100.0,118.0,92.5
POR,240,.476,.443,.494,.115,27.5,69.0,46.2,50.0,8.5,8.1,16.5,100.0,92.5,118.0
