Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lonnie Walker,34:08,.571,.571,.500,.000,0.0,5.0,2.7,4.8,0.0,2.0,0.0,18.3,105,104,-0.1
DeMar DeRozan,31:03,.311,.250,.333,.167,0.0,8.3,4.5,46.3,0.0,2.2,13.4,21.4,82,103,-5.4
Dejounte Murray,31:02,.722,.722,.333,.000,0.0,19.3,10.5,16.2,3.1,0.0,40.0,21.6,80,94,-2.4
Keldon Johnson,30:47,.643,.600,.500,.200,6.6,25.1,16.7,25.8,1.5,4.5,15.5,18.7,119,91,9.0
LaMarcus Aldridge,20:15,.286,.286,.286,.000,5.0,12.7,9.2,7.1,0.0,6.8,22.2,19.8,54,98,-11.1
Rudy Gay,28:07,.527,.500,.400,.100,3.6,15.2,9.9,15.1,3.4,4.9,4.6,34.7,98,91,8.4
Jakob Poeltl,23:19,.667,.667,.000,.000,0.0,29.4,16.0,0.0,0.0,5.9,14.3,13.4,100,92,-1.1
Patty Mills,23:06,.727,.667,.667,.333,0.0,7.4,4.0,19.6,0.0,0.0,12.7,15.2,128,105,1.4
Devin Vassell,12:09,.000,.000,.500,.000,0.0,14.1,7.7,10.4,0.0,0.0,0.0,14.7,15,102,-16.6
Trey Lyles,6:04,.000,.000,1.000,.000,0.0,28.3,15.4,0.0,0.0,0.0,0.0,7.4,0,97,-10.3
