Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Shake Milton,35:41,9,17,.529,1,2,.500,9,11,.818,0,1,1,2,1,0,2,1,28,+19
Danny Green,32:14,7,13,.538,4,6,.667,0,0,,1,2,3,2,3,0,0,2,18,+33
Matisse Thybulle,32:04,3,6,.500,2,4,.500,0,0,,1,6,7,3,1,1,0,4,8,+32
Tobias Harris,30:20,12,18,.667,2,3,.667,3,3,1.000,1,10,11,8,2,0,0,1,29,+30
Tony Bradley,23:49,6,8,.750,0,0,,2,2,1.000,1,7,8,1,0,1,1,3,14,+26
Dwight Howard,20:28,4,7,.571,0,0,,2,4,.500,4,9,13,1,0,0,3,0,10,-7
Furkan Korkmaz,18:05,2,7,.286,1,5,.200,2,3,.667,0,0,0,2,0,0,1,2,7,-3
Mike Scott,15:13,0,0,,0,0,,0,0,,0,3,3,3,0,0,1,1,0,-9
Tyrese Maxey,14:46,4,7,.571,1,1,1.000,0,0,,1,0,1,1,0,0,1,3,9,-10
Isaiah Joe,5:41,0,2,.000,0,2,.000,0,0,,0,2,2,0,0,0,0,1,0,-3
Rayjon Tucker,3:28,0,0,,0,0,,4,4,1.000,0,0,0,1,0,0,0,2,4,+3
Vincent Poirier,3:28,0,0,,0,0,,0,2,.000,0,3,3,0,0,1,1,2,0,+3
Terrance Ferguson,2:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+3
Paul Reed,2:14,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+3
