Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
CHO,0,240,38,92,.413,13,35,.371,23,26,.885,14,26,40,34,15,5,12,18,112
PHI,1,240,47,79,.595,16,35,.457,17,24,.708,7,38,45,35,10,7,21,17,127
