Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
P.J. Washington,33:22,9,14,.643,6,8,.750,0,0,,1,5,6,2,2,0,1,2,24,-11
Jalen McDaniels,31:54,4,10,.400,1,3,.333,0,3,.000,1,2,3,1,1,2,2,3,9,-29
Terry Rozier,26:06,5,16,.313,2,6,.333,0,2,.000,3,5,8,3,3,0,2,1,12,-13
LaMelo Ball,23:42,1,10,.100,0,2,.000,2,4,.500,0,4,4,9,0,0,1,4,4,-13
Bismack Biyombo,18:19,1,2,.500,0,0,,0,0,,3,3,6,3,0,0,2,1,2,-15
Malik Monk,31:23,7,16,.438,6,11,.545,0,0,,1,3,4,7,0,0,3,0,20,-7
Caleb Martin,26:19,2,6,.333,1,3,.333,2,4,.500,1,2,3,1,2,0,2,1,7,-1
Brad Wanamaker,20:24,2,4,.500,0,1,.000,2,2,1.000,1,2,3,2,2,0,1,1,6,-11
Cody Zeller,18:14,5,7,.714,0,1,.000,1,3,.333,0,5,5,1,1,1,1,2,11,+2
Vernon Carey,4:25,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1
Grant Riller,1:57,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,4,-2
Nick Richards,1:57,0,1,.000,0,0,,0,0,,2,0,2,0,0,0,0,0,0,-2
Nate Darling,1:57,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
