Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Kevin Durant,40:12,11,22,.500,4,8,.500,6,7,.857,0,9,9,6,1,2,3,4,32,+1
Kyrie Irving,39:18,14,25,.560,6,12,.500,4,5,.800,1,2,3,5,3,2,3,4,38,-10
Jeff Green,34:04,3,5,.600,2,3,.667,2,6,.333,1,4,5,1,0,0,0,3,10,-18
Joe Harris,33:14,4,10,.400,4,8,.500,0,0,,0,2,2,0,1,0,2,3,12,+4
DeAndre Jordan,15:42,0,1,.000,0,0,,2,6,.333,1,8,9,1,0,0,3,3,2,-8
Blake Griffin,27:42,3,5,.600,1,3,.333,2,2,1.000,0,2,2,2,0,1,2,5,9,+13
Landry Shamet,23:13,1,8,.125,1,6,.167,0,0,,0,1,1,1,1,1,0,1,3,-3
Bruce Brown,11:46,1,2,.500,0,0,,0,0,,3,2,5,2,0,0,0,1,2,-2
Mike James,9:47,4,6,.667,2,3,.667,0,0,,0,1,1,3,0,0,0,0,10,-8
Nicolas Claxton,5:02,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,+1
