Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Kevin Durant,40:12,.638,.591,.364,.318,0.0,22.4,11.4,25.7,1.2,3.9,10.7,30.9,122,117,7.6
Kyrie Irving,39:18,.699,.680,.480,.200,2.7,5.1,3.9,25.6,3.6,4.0,9.9,34.0,129,118,13.7
Jeff Green,34:04,.654,.800,.600,1.200,3.1,11.7,7.5,3.8,0.0,0.0,0.0,9.9,136,126,-1.9
Joe Harris,33:14,.600,.600,.800,.000,0.0,6.0,3.1,0.0,1.4,0.0,16.7,16.0,91,125,-5.1
DeAndre Jordan,15:42,.275,.000,.000,6.000,6.6,51.0,29.3,7.5,0.0,0.0,45.2,18.7,52,111,-15.4
Blake Griffin,27:42,.765,.700,.600,.400,0.0,7.2,3.7,9.7,0.0,2.8,25.4,12.6,119,126,-3.4
Landry Shamet,23:13,.188,.188,.750,.000,0.0,4.3,2.2,5.3,2.0,3.4,0.0,15.3,48,123,-9.5
Bruce Brown,11:46,.500,.500,.000,.000,26.6,17.0,21.7,22.1,0.0,0.0,0.0,7.5,171,124,4.1
Mike James,9:47,.833,.833,.500,.000,0.0,10.2,5.2,68.9,0.0,0.0,0.0,27.1,176,127,21.3
Nicolas Claxton,5:02,,,,,0.0,39.7,20.3,0.0,0.0,0.0,,0.0,0,116,-5.9
