Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Victor Oladipo,36:36,11,23,.478,2,10,.200,1,1,1.000,0,7,7,5,1,1,0,1,25,+4
Christian Wood,32:10,8,12,.667,1,4,.250,5,6,.833,1,11,12,0,1,1,3,0,22,+16
P.J. Tucker,31:27,1,4,.250,0,2,.000,0,0,,2,4,6,0,0,2,0,2,2,+3
John Wall,29:44,6,16,.375,3,7,.429,5,6,.833,0,5,5,6,0,1,2,0,20,+3
Jae'Sean Tate,16:43,1,3,.333,0,2,.000,0,0,,2,1,3,1,1,0,2,2,2,-13
Eric Gordon,29:51,2,11,.182,2,7,.286,2,2,1.000,1,3,4,1,0,1,4,2,8,+2
Sterling Brown,20:42,2,7,.286,2,5,.400,0,0,,0,3,3,1,2,1,1,1,6,+5
Danuel House,19:14,4,7,.571,2,5,.400,1,1,1.000,1,1,2,1,0,0,0,0,11,+9
David Nwaba,12:30,1,2,.500,0,1,.000,0,1,.000,1,0,1,1,2,0,0,2,2,+1
DeMarcus Cousins,11:03,2,5,.400,1,4,.250,1,1,1.000,2,2,4,3,1,0,1,2,6,-15
