Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Buddy Hield,38:09,7,19,.368,5,13,.385,1,1,1.000,1,5,6,7,2,1,1,1,20,+14
Richaun Holmes,34:32,9,11,.818,0,0,,2,2,1.000,2,9,11,2,0,1,0,1,20,+20
De'Aaron Fox,33:37,11,19,.579,3,7,.429,5,6,.833,0,7,7,9,2,0,3,3,30,+31
Harrison Barnes,31:19,8,15,.533,0,3,.000,4,6,.667,0,11,11,0,1,0,1,2,20,+27
Marvin Bagley,23:29,2,7,.286,0,1,.000,7,7,1.000,2,5,7,1,0,2,0,3,11,+4
Cory Joseph,33:36,4,9,.444,2,5,.400,3,4,.750,2,2,4,3,5,0,3,2,13,+11
Tyrese Haliburton,18:29,2,7,.286,1,2,.500,0,0,,1,2,3,2,0,1,2,1,5,-9
Nemanja Bjelica,12:33,1,3,.333,0,1,.000,2,2,1.000,0,2,2,1,0,0,0,3,4,-3
DaQuan Jeffries,12:22,0,1,.000,0,1,.000,0,0,,0,2,2,0,1,0,2,3,0,+5
Justin James,1:33,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0
Kyle Guy,0:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
