Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
James Ennis,33:02,.735,.583,.333,1.333,2.9,11.9,7.3,17.3,1.4,0.0,0.0,11.7,166,108,5.0
Chuma Okeke,28:32,.680,.600,.400,.400,3.4,17.2,10.2,35.7,0.0,2.9,14.5,9.8,142,108,6.0
Wendell Carter,25:48,.364,.364,.091,.000,7.4,26.6,16.9,0.0,1.8,3.2,15.4,20.4,70,100,-9.9
Michael Carter-Williams,22:28,.507,.438,.250,.250,0.0,8.7,4.3,20.3,0.0,0.0,18.4,19.6,94,112,-6.4
Dwayne Bacon,18:12,.354,.333,.222,.222,10.5,10.8,10.7,0.0,0.0,0.0,0.0,22.0,86,112,-9.3
Terrence Ross,27:49,.735,.733,.333,.200,0.0,14.1,7.0,8.3,0.0,2.9,10.9,26.6,123,109,6.4
Cole Anthony,25:32,.311,.250,.167,.167,15.0,19.2,17.1,29.0,0.0,3.2,7.2,22.0,90,107,-4.1
Mohamed Bamba,22:12,.554,.500,.500,.600,4.3,22.1,13.1,14.7,0.0,11.0,13.7,26.7,104,101,4.8
R.J. Hampton,18:36,.615,.750,.250,.500,0.0,10.5,5.2,0.0,2.5,4.4,38.1,17.1,62,103,-6.2
Gary Harris,17:49,.340,.200,.200,.400,5.4,11.0,8.2,8.3,0.0,0.0,14.5,31.2,71,112,-15.9
