Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MEM,0,240,52,97,.536,14,29,.483,21,28,.750,12,34,46,30,6,4,13,19,139
MIN,1,240,49,94,.521,19,39,.487,18,22,.818,12,29,41,32,7,5,14,22,135
