Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ORL,0,240,34,88,.386,11,33,.333,14,17,.824,10,41,51,19,5,4,10,18,93
LAL,1,240,34,82,.415,11,40,.275,17,23,.739,8,44,52,25,9,5,12,17,96
