Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Dwayne Bacon,33:10,9,19,.474,2,6,.333,6,6,1.000,1,7,8,1,0,0,1,2,26,+14
Chuma Okeke,29:57,5,11,.455,3,6,.500,1,1,1.000,2,4,6,3,0,1,2,0,14,+3
James Ennis,26:52,4,12,.333,1,4,.250,0,0,,2,2,4,0,0,0,1,1,9,-10
Khem Birch,25:52,1,5,.200,0,1,.000,0,0,,1,4,5,3,1,0,0,0,2,-7
Michael Carter-Williams,13:08,0,6,.000,0,1,.000,0,0,,0,3,3,3,1,0,2,0,0,-8
Chasson Randle,25:47,3,8,.375,2,4,.500,0,0,,0,1,1,3,0,0,1,6,8,-5
Otto Porter,24:54,2,7,.286,1,5,.200,0,0,,0,4,4,1,1,0,0,3,5,+4
Wendell Carter,20:15,2,3,.667,0,1,.000,4,7,.571,1,7,8,0,1,0,1,2,8,-1
R.J. Hampton,17:09,4,8,.500,1,2,.500,1,1,1.000,2,1,3,1,1,0,2,1,10,-7
Mohamed Bamba,16:55,4,9,.444,1,3,.333,2,2,1.000,1,6,7,3,0,3,0,1,11,-2
Karim Mané,6:01,0,0,,0,0,,0,0,,0,2,2,1,0,0,0,2,0,+4
