Team,Home Team ?,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
MIA,1,265,39,97,.402,9,37,.243,19,23,.826,13,38,51,27,7,7,14,19,106
IND,0,265,38,98,.388,15,45,.333,18,20,.900,13,37,50,27,8,10,14,22,109
