Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
CLE,240,.495,.448,.177,.240,20.4,74.4,44.3,53.7,13.0,6.7,7.0,100.0,104.6,118.6
SAC,240,.624,.617,.333,.133,25.6,79.6,55.7,53.1,6.0,8.9,14.4,100.0,118.6,104.6
