Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jerami Grant,35:41,4,17,.235,1,6,.167,0,0,,0,5,5,3,2,1,4,2,9,-13
Blake Griffin,33:17,5,13,.385,1,6,.167,5,5,1.000,1,2,3,6,0,0,1,2,16,-17
Delon Wright,32:14,3,10,.300,0,2,.000,0,0,,3,2,5,3,0,2,1,1,6,-19
Isaiah Stewart,31:10,8,9,.889,0,0,,1,2,.500,4,3,7,1,2,1,0,4,17,-6
Wayne Ellington,23:33,3,8,.375,1,6,.167,0,0,,0,2,2,1,0,1,0,0,7,-7
Josh Jackson,24:01,6,10,.600,0,2,.000,6,8,.750,2,6,8,4,1,0,4,1,18,-10
Saddiq Bey,17:33,3,6,.500,2,5,.400,2,4,.500,0,3,3,0,0,0,0,0,10,-3
Dennis Smith,15:46,2,5,.400,0,1,.000,0,0,,0,2,2,0,0,0,1,0,4,+3
Sekou Doumbouya,15:37,3,6,.500,0,0,,0,0,,4,2,6,1,0,0,0,2,6,-7
Sviatoslav Mykhailiuk,9:29,1,1,1.000,0,0,,0,0,,1,1,2,1,0,0,0,1,2,-3
Deividas Sirvydis,1:39,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+2
