Team,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
DET,240,.509,.476,.329,.224,32.6,73.7,51.2,55.3,5.8,9.1,10.5,100.0,110.2,128.8
IND,240,.614,.593,.360,.116,26.3,67.4,48.8,59.1,11.6,8.8,7.2,100.0,128.8,110.2
