Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Stephen Curry,36:58,.733,.717,.478,.087,0.0,29.8,15.4,26.2,2.5,0.0,22.7,36.3,101,106,7.2
Andrew Wiggins,35:34,.474,.438,.250,.125,0.0,8.4,4.4,14.2,0.0,2.5,0.0,20.6,99,115,-3.1
Kelly Oubre,30:25,.554,.450,.800,.600,0.0,16.4,8.5,9.5,1.5,3.0,7.3,19.5,106,110,1.4
James Wiseman,27:23,.648,.615,.000,.154,3.9,14.6,9.4,14.6,1.7,6.6,6.7,23.6,119,107,4.2
Draymond Green,25:15,.133,.000,.000,2.000,0.0,15.8,8.2,35.0,1.8,0.0,57.1,15.1,51,111,-12.7
Eric Paschall,20:50,.372,.278,.222,.444,5.1,19.2,12.4,0.0,0.0,0.0,0.0,22.4,81,114,-10.7
Damion Lee,18:51,.291,.333,.333,.333,5.7,5.3,5.5,35.9,4.9,0.0,22.5,10.2,97,106,-0.4
Brad Wanamaker,16:45,1.042,1.000,.000,1.000,0.0,6.0,3.1,24.5,0.0,0.0,41.0,6.3,144,117,-4.3
Kent Bazemore,10:26,.694,.750,.500,1.000,0.0,19.2,9.9,13.8,8.9,0.0,51.0,24.5,64,94,-2.3
Kevon Looney,9:43,.000,.000,1.000,.000,22.0,20.6,21.2,0.0,0.0,0.0,0.0,4.5,101,114,-9.4
Mychal Mulder,6:49,1.500,1.500,1.000,.000,0.0,14.7,7.6,22.7,0.0,0.0,0.0,6.4,273,116,12.0
Jordan Poole,1:01,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,229,119,24.4
