Players,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Anthony Edwards,35:28,.487,.409,.364,.273,0.0,16.1,7.4,5.6,3.9,0.0,14.0,32.7,86,110,-2.9
Karl-Anthony Towns,33:16,.563,.500,.438,.375,5.9,27.5,15.9,5.8,1.4,2.3,9.7,25.1,107,111,1.0
Ricky Rubio,25:13,.338,.250,.375,.250,0.0,9.1,4.2,36.6,5.4,0.0,18.4,17.5,78,108,-3.1
Josh Okogie,18:29,.170,.000,.400,.400,5.3,12.4,8.6,0.0,0.0,0.0,14.5,15.1,42,119,-17.7
Jarred Vanderbilt,15:03,.500,.500,.000,.000,19.5,15.2,17.5,0.0,3.0,5.1,50.0,10.8,77,108,-5.3
Jake Layman,30:25,.688,.688,.375,.000,3.2,11.3,6.9,23.3,0.0,2.5,27.3,14.6,105,117,-0.3
Jordan McLaughlin,22:47,.429,.429,.571,.000,8.6,10.0,9.3,27.4,2.0,0.0,0.0,12.4,115,115,1.1
Jaylen Nowell,20:57,.307,.125,.250,.500,0.0,16.4,7.6,7.0,2.2,0.0,9.3,20.8,66,114,-11.1
Naz Reid,13:25,.654,.667,.167,.333,7.3,8.5,7.9,34.6,0.0,5.8,0.0,20.8,140,115,5.6
Jarrett Culver,9:06,.000,.000,.667,.000,0.0,25.1,11.6,15.1,5.0,0.0,0.0,13.3,18,106,-7.4
Jaden McDaniels,8:45,.833,.833,.667,.000,0.0,0.0,0.0,0.0,5.2,0.0,0.0,13.9,153,110,10.7
Juan Hernangómez,7:06,.595,.600,.200,.400,0.0,64.4,29.7,45.9,0.0,0.0,0.0,33.5,120,110,11.8
